Identifier	Character	Dialogue	Filename	Line Number
scene21_1ee9ffe3	bp	Yeah, just... Look, I’m trying not to preach, or anything. Really.	game/scripts/parsed_21 scene21.rpy	352
scene21_767a1bc5	bp	But just because I’m not gonna tell you the answers doesn’t mean I won’t ask the questions.	game/scripts/parsed_21 scene21.rpy	356
scene21_12caf126	bp	I mean, what do you actually {i}get{/i} out of the whole demon lord thing? Is it actually worth it?	game/scripts/parsed_21 scene21.rpy	361
scene21_e0dba9ba	pro	Worth it? Of {i}course{/i} it’s worth it! I could have untold arcane powers right at my fingertips!	game/scripts/parsed_21 scene21.rpy	364
scene21_0c89c6d1	bp	Right. Yeah. Demon powers. But, like, what would you {i}do{/i} with them?	game/scripts/parsed_21 scene21.rpy	369
scene21_a20cefa7_1		...	game/scripts/parsed_21 scene21.rpy	371
scene21_67aaa788_1		What?	game/scripts/parsed_21 scene21.rpy	373
scene21_62d7f4a5	pro	Th-That’s... I would... smite my enemies, and enact my will upon... things.	game/scripts/parsed_21 scene21.rpy	376
scene21_6eddc1f4	bp	See? Your whole plan is all vague and shit.	game/scripts/parsed_21 scene21.rpy	381
scene21_088c89e2	bp	So hey! Let’s say instead of demon lording or whatever, you come watch another movie? Just for tonight.	game/scripts/parsed_21 scene21.rpy	386
scene21_5f3aa334	pro	It isn’t vague, and it isn’t ‘demon lording or whatever!’	game/scripts/parsed_21 scene21.rpy	389
scene21_d2f4686a	pro	Stop looking down on my.. activities! They’re important! They have... they have cosmic... um... and... I don’t...	game/scripts/parsed_21 scene21.rpy	392
scene21_6cfdf4ab	pro	{i}Fuck you!{/i}	game/scripts/parsed_21 scene21.rpy	395
scene21_1ea7da40	bp	...	game/scripts/parsed_21 scene21.rpy	400
scene21_637c3cc9	bp	Sheesh, fine. Serves me right for putting so much effort into something...	game/scripts/parsed_21 scene21.rpy	405
scene21_ecf5380a	bp	Sorry. I’ll go ahead and leave you alone.	game/scripts/parsed_21 scene21.rpy	408
scene21_3cdb6d7b	bp	Just... go ahead and do what makes you happy, alright?	game/scripts/parsed_21 scene21.rpy	413
scene21_a20cefa7_2		...	game/scripts/parsed_21 scene21.rpy	420
scene21_b2a7aae5		What a... nuisance.	game/scripts/parsed_21 scene21.rpy	422
scene21_a9de3285		Indulging in vices? Give me a break.	game/scripts/parsed_21 scene21.rpy	424
scene21_8b29232d		I am the greatest evil humanity has ever known, and after tomorrow, I’ll finally have proof.	game/scripts/parsed_21 scene21.rpy	426
scene21_ba1b87eb		I’ve merely transcended their definition of sin to create my own. That’s all.	game/scripts/parsed_21 scene21.rpy	428
scene21_414f74b7		And I am not... pure as the driven snow.	game/scripts/parsed_21 scene21.rpy	430
scene21_655fdb00		Enough of this meaningless distraction! As I recall, I was right in the middle of a breakthrough before I was so rudely interrupted.	game/scripts/parsed_21 scene21.rpy	432
scene21_d0280ee8		I return to my tome and begin to study in earnest.	game/scripts/parsed_21 scene21.rpy	436
scene21_5a033b58		...Yes. This will work.	game/scripts/parsed_21 scene21.rpy	438
scene21_48f0e14c		I proceed unimpeded, the most productive I’ve been in months. No... eons!	game/scripts/parsed_21 scene21.rpy	440
scene21_4d3bf2ca		...That is, until a piece of paper slips under my door.	game/scripts/parsed_21 scene21.rpy	447
scene21_86dd4033		...Are they serious?	game/scripts/parsed_21 scene21.rpy	456
scene21_c0dca734		I open up the card.	game/scripts/parsed_21 scene21.rpy	458
scene21_6ce407a1		’Dear Makoto,’	game/scripts/parsed_21 scene21.rpy	460
scene21_77f8f91d		’We’re sorry about the last two days. We assumed we knew what you wanted better than you did, but that was wrong of us. We hope you can find it in your heart {s}of darkness{/s} to forgive us.’	game/scripts/parsed_21 scene21.rpy	462
scene21_51ce7c9f		’Your friends, Beepy, Mami, Bubble, and Lucy’	game/scripts/parsed_21 scene21.rpy	466
scene21_d4d5301b		‘P.S: You should totes still make out with Misaki, though~	game/scripts/parsed_21 scene21.rpy	470
scene21_f0b1e991		Hmph...	game/scripts/parsed_21 scene21.rpy	472
scene21_817abe0b		What a worthless bunch.	game/scripts/parsed_21 scene21.rpy	474
scene21_c411c523		Though... I suppose I’m somewhat fond of them.	game/scripts/parsed_21 scene21.rpy	476
scene21_909ccd55		Nevertheless, I return to my research. There’s simply too much at stake for me to indulge this distraction.	game/scripts/parsed_21 scene21.rpy	481
scene22_d30f2877		Finally, my last-minute cramming is finished.	game/scripts/parsed_22 scene22.rpy	4
scene22_f3fcf95c		I allow myself a good, long stretch and take a moment to admire my handiwork.	game/scripts/parsed_22 scene22.rpy	5
scene22_0406ff7c		Not even the greatest earthly philosophers with all of their combined knowledge could have accomplished in their entire lifetimes what I just did in mere hours.	game/scripts/parsed_22 scene22.rpy	6
scene22_362c7e10		I feel unstoppable! Nothing can possibly wrest me away from my dark triumphs!	game/scripts/parsed_22 scene22.rpy	7
scene22_da331c67		Except, of course, for the sudden onset of exhaustion...	game/scripts/parsed_22 scene22.rpy	8
scene22_6760a17e	pro	Oof… how long have I been studying…?	game/scripts/parsed_22 scene22.rpy	11
scene22_c818d1f1		I glance over to my alarm clock to see how many fleeting hours have passed.	game/scripts/parsed_22 scene22.rpy	13
scene22_59500007		It’s 11:20 now. I should have been ready for bed 20 minutes ago!	game/scripts/parsed_22 scene22.rpy	14
scene22_ae1dbc79	pro	...Well, whatever. At least I did what I could.	game/scripts/parsed_22 scene22.rpy	17
scene22_f5379bf4		Cleaning myself of impurities in the bathroom, I determined that it was finally time for bed.	game/scripts/parsed_22 scene22.rpy	21
scene22_baea0275		Time once again to drift away into that dark void and slumber until the next day.	game/scripts/parsed_22 scene22.rpy	22
scene22_a279c658		I can at least sleep knowing that after all my hard work, I’m prepared for what lies ahead tomorrow.	game/scripts/parsed_22 scene22.rpy	23
scene22_80b9b4e2		With no other obligations to attend to, I drape myself in blankets and close my eyes, then drift off to sleep.	game/scripts/parsed_22 scene22.rpy	24
scene22_a20cefa7		...	game/scripts/parsed_22 scene22.rpy	25
scene22_e446f862		... …	game/scripts/parsed_22 scene22.rpy	26
scene22_4ea854d7		... … …	game/scripts/parsed_22 scene22.rpy	27
scene22_a866e4cc		For some unexplainable reason, my eyes open once again.	game/scripts/parsed_22 scene22.rpy	31
scene22_f8136897		Why am I unable to sleep? Has the Sandman decided not to sprinkle his dust over me this evening?	game/scripts/parsed_22 scene22.rpy	32
scene22_aa40feac		No… There has to be an explanation for why I’m feeling this way.	game/scripts/parsed_22 scene22.rpy	33
scene22_e87245f4		I turn over on my side to try and find an answer.	game/scripts/parsed_22 scene22.rpy	37
scene22_4e4ffd82	pro	Hey, Beepy…	game/scripts/parsed_22 scene22.rpy	40
scene22_20d42985	pro	Huh…?	game/scripts/parsed_22 scene22.rpy	43
scene22_b814323f		But Beepy is not there.	game/scripts/parsed_22 scene22.rpy	46
scene22_ac6436d6		She hasn’t snuck under my sheets and curled up beside me like she always has.	game/scripts/parsed_22 scene22.rpy	47
scene22_bb1dacd6		It’s more than just an answer I’ve found - it’s a realization that’s hit me like a truck.	game/scripts/parsed_22 scene22.rpy	48
scene22_71b86c4c		I’ve driven Beepy away… and now I’m all by myself. Here, in my room, with no one else to share this bed with.	game/scripts/parsed_22 scene22.rpy	49
scene22_f12b31b7		For the first time in my life, I feel… abandoned. Unwanted.	game/scripts/parsed_22 scene22.rpy	50
scene22_614571f2		{i}Alone.{/i}	game/scripts/parsed_22 scene22.rpy	51
scene22_ae96133a	pro	...	game/scripts/parsed_22 scene22.rpy	54
scene22_468951f3		I turn over on my back, staring up at my bedroom ceiling and trying to make sense of it all.	game/scripts/parsed_22 scene22.rpy	56
scene22_7579bbf9		I think back to the time I spent with Beepy. Even though I thought of her as a pain and a useless demon…	game/scripts/parsed_22 scene22.rpy	57
scene22_e939db96		She was trying to help me this whole time.	game/scripts/parsed_22 scene22.rpy	58
scene22_2c910e74		Beepy was trying to make me into a better person.	game/scripts/parsed_22 scene22.rpy	59
scene22_cb476138		And I… all I did was yell at her. Call her a nuisance.	game/scripts/parsed_22 scene22.rpy	60
scene22_1767625a		I was so obsessed with just trying to learn any dark arts I could - to gain an upper hand over Misaki - that I lost sight of what she was trying to teach me.	game/scripts/parsed_22 scene22.rpy	61
scene22_4c6a1180		Now she’s left me alone as a result… and I feel that loss more than ever.	game/scripts/parsed_22 scene22.rpy	62
scene22_96c6291c		Even when I didn’t want her in the same bed as me, her presence alone is preferable to the intense loneliness I’m feeling.	game/scripts/parsed_22 scene22.rpy	63
scene22_545237d2		And it wasn’t just her, either; Mami telling me to hold on to what matters to me, Lucy encouraging me to take pride in myself - even Bubble teaching me how to provide for myself and for other people.	game/scripts/parsed_22 scene22.rpy	64
scene22_3d7dcccf		They were all giving me the knowledge and wisdom I needed to make it through life.	game/scripts/parsed_22 scene22.rpy	65
scene22_b3f113d2		But all I had for their help was scorn.	game/scripts/parsed_22 scene22.rpy	66
scene22_b78cb8e0		I turned a blind eye to their advice, believing their words to just be a waste of time.	game/scripts/parsed_22 scene22.rpy	67
scene22_35ab7c66		And it’s only now, after I’ve turned my back on them, do I realize all of this.	game/scripts/parsed_22 scene22.rpy	68
scene22_99aa1fa5		They must think I want nothing to do with them now.	game/scripts/parsed_22 scene22.rpy	69
scene22_717743cd		Or worse, Beepy must not want anything to do with me anymore…	game/scripts/parsed_22 scene22.rpy	70
scene22_efcc3c2f	pro	What have I been doing all this time…?	game/scripts/parsed_22 scene22.rpy	73
scene22_5bc30a95		I try to find the words to describe this pit of despair I’m in… but nothing comes from it.	game/scripts/parsed_22 scene22.rpy	75
scene22_37b09536		My mind is completely blank - too exhausted to think anymore.	game/scripts/parsed_22 scene22.rpy	76
scene22_b7d8e18d		All I know for certain is that… this doesn’t feel right.	game/scripts/parsed_22 scene22.rpy	77
scene22_0686a65b		It isn’t right for me to treat their help like a waste of time, and it’s not right for them to feel they’ve wasted their energy on me.	game/scripts/parsed_22 scene22.rpy	78
scene22_f0d80957		I was the one who caused this rift - and now, more than I ever, do I realize that this is no way to live.	game/scripts/parsed_22 scene22.rpy	79
scene22_4c6243f5		I have to be the one to mend these bridges. I have to come clean and own up to what I’ve done.	game/scripts/parsed_22 scene22.rpy	80
scene22_58c821ec		I’m not even sure if they’ll forgive me… but I still have to make things right.	game/scripts/parsed_22 scene22.rpy	81
scene22_2d751915		Not for the sake of some petty duel, but for the demons who’ve helped me…	game/scripts/parsed_22 scene22.rpy	82
scene22_cd068868		And also for my sake.	game/scripts/parsed_22 scene22.rpy	83
scene22_c86e1bd5		Makoto Takaya’s sake.	game/scripts/parsed_22 scene22.rpy	84
scene22_41a3f6b3		With my mind made up, I begin to close my eyes…	game/scripts/parsed_22 scene22.rpy	85
scene22_5b143adf		...And finally start to sleep.	game/scripts/parsed_22 scene22.rpy	90
scene23_30d41d41		My eyes flutter open to greet the new day.	game/scripts/parsed_23 scene23.rpy	4
scene23_2590b272		All that anxiety and loneliness from last night almost feels unreal.	game/scripts/parsed_23 scene23.rpy	5
scene23_0df117d6		So many jumbled thoughts flowing in all at once… I’m not even sure what day it is right now.	game/scripts/parsed_23 scene23.rpy	6
scene23_441a01f4		...I cast a glance towards my calendar, following the days that are marked off until I reach the present.	game/scripts/parsed_23 scene23.rpy	7
scene23_e4bbeaa0		It’s Friday.	game/scripts/parsed_23 scene23.rpy	8
scene23_a116cfc6		The day of the fated battle.	game/scripts/parsed_23 scene23.rpy	9
scene23_61aa4d1a		The day I face Misaki and put an end to our feud.	game/scripts/parsed_23 scene23.rpy	10
scene23_a2fbd6e2		I wish I could be more excited - but after last night, it’s hard for me to even think about it.	game/scripts/parsed_23 scene23.rpy	11
scene23_3927e4ee		And I know that all of my training will be for naught if my mind is clouded…	game/scripts/parsed_23 scene23.rpy	12
scene23_b3770608		...God, what am I even saying? Who cares about that!?	game/scripts/parsed_23 scene23.rpy	13
scene23_07dcd820		This doesn’t have anything to do with that; this is about making things right.	game/scripts/parsed_23 scene23.rpy	14
scene23_1c8d5646		Before I can even think about what to do with Misaki… I have to talk with Beepy.	game/scripts/parsed_23 scene23.rpy	15
scene23_945b0a98		I need to tell her that she was right.	game/scripts/parsed_23 scene23.rpy	16
scene23_3b5657ef		Not just her, but everyone else, too. They deserve an apology just as much.	game/scripts/parsed_23 scene23.rpy	17
scene23_e2279855		With my mind made up, I freshen up and head out of my room.	game/scripts/parsed_23 scene23.rpy	18
scene23_0b3be33b		Just as I thought, everyone is already awake and seated at the table.	game/scripts/parsed_23 scene23.rpy	32
scene23_4df0eed9		There’s an awkward silence hanging in the air. Usually things would be a little more lively, but everyone is content to sit there this morning.	game/scripts/parsed_23 scene23.rpy	33
scene23_42c55e10		Even Yumi is there with everyone, eating in silence - but she notices me and greets me as I take my seat.	game/scripts/parsed_23 scene23.rpy	39
scene23_e3666f8d	sis	Mornin’.	game/scripts/parsed_23 scene23.rpy	45
scene23_75c82109	pro	Ah… morning.	game/scripts/parsed_23 scene23.rpy	49
scene23_0164ddb5		Yumi’s the only one who says anything to me. Lucy, Mami, and Bubble give me a polite wave, but start staring at me awkwardly.	game/scripts/parsed_23 scene23.rpy	55
scene23_e0aa20ff		And Beepy… Beepy won’t even look at me right now.	game/scripts/parsed_23 scene23.rpy	56
scene23_3214162b		I can feel guilt welling up in the pit of my stomach… Maybe it’s already too late.	game/scripts/parsed_23 scene23.rpy	57
scene23_078a162e		But just when I think talking won’t do any good now, Yumi addresses me.	game/scripts/parsed_23 scene23.rpy	58
scene23_3299b749	sis	So… I take it you have something to say to everyone?	game/scripts/parsed_23 scene23.rpy	64
scene23_d7ea7822	pro	Oh… y-yeah, I do.	game/scripts/parsed_23 scene23.rpy	68
scene23_9f59e754		So even she knows what’s been happening… Well, I guess it was hard not to notice.	game/scripts/parsed_23 scene23.rpy	72
scene23_0b3a122d		I take a deep breath… and bare my soul before everyone present.	game/scripts/parsed_23 scene23.rpy	73
scene23_845aacd2	pro	I, um… I just want to apologize for my mood the past several days.	game/scripts/parsed_23 scene23.rpy	78
scene23_e5e1ebe2	pro	None of you were trying to waste my time; all you were doing was trying to help me, and I really do appreciate that.	game/scripts/parsed_23 scene23.rpy	84
scene23_f10256ce	pro	I was just… so caught up in my own self-absorbed persona that I wasn’t thinking about anything other than being an ‘all-powerful warlord’ or whatever.	game/scripts/parsed_23 scene23.rpy	87
scene23_26c508db	pro	I wasn’t listening to any of you at all… and I just brushed off all you had to say.	game/scripts/parsed_23 scene23.rpy	90
scene23_c13ea5fb	pro	None of you deserve that - not Lucy, not Mami, not Bubble…	game/scripts/parsed_23 scene23.rpy	93
scene23_99a04895	pro	And especially not Beepy.	game/scripts/parsed_23 scene23.rpy	97
scene23_986da0c3	pro	I’m sorry I’ve been such a… big idiot.	game/scripts/parsed_23 scene23.rpy	101
scene23_e6d3bffb		I can’t even look anyone in the eye while I was talking. My eyes remain glued to the table.	game/scripts/parsed_23 scene23.rpy	108
scene23_15886606		I’m so convinced that they won’t accept my apology that I can’t bear to bring my head up.	game/scripts/parsed_23 scene23.rpy	109
scene23_3ca4a839		...And yet, when I finally do muster up the courage to look at everyone else…	game/scripts/parsed_23 scene23.rpy	111
scene23_2c55e5f3		I see… smiling faces.	game/scripts/parsed_23 scene23.rpy	117
scene23_cb66b32e		Did… did my words get through to them?	game/scripts/parsed_23 scene23.rpy	118
scene23_fc235aeb	bp	Well, look at that. Even a self-proclaimed demon lord is capable of humility, huh?	game/scripts/parsed_23 scene23.rpy	122
scene23_ac9545ad	lu	I-I’m really glad you came forward like this! I-I’d hate to think we’re all just being a bother to you…	game/scripts/parsed_23 scene23.rpy	126
scene23_80d1ca45	lu	Seems like we tend to lose sight of things like that a lot, huh…?	game/scripts/parsed_23 scene23.rpy	130
scene23_25e01db1	mm	That part about you being an idiot was totally true, though.	game/scripts/parsed_23 scene23.rpy	135
scene23_57400df6	bb	Hehe, yeah! Super true!	game/scripts/parsed_23 scene23.rpy	140
scene23_f04f31e1	bp	Not now, you two… you’re spoiling the moment.	game/scripts/parsed_23 scene23.rpy	146
scene23_317a8f6f		I can’t even believe what I’m seeing right now.	game/scripts/parsed_23 scene23.rpy	149
scene23_ec6c4702		Everyone’s so… accepting of my apology. I thought they wouldn’t accept it at all, but here they are, smiling like nothing ever happened.	game/scripts/parsed_23 scene23.rpy	150
scene23_c5351326	pro	S-So you… you forgive me?	game/scripts/parsed_23 scene23.rpy	153
scene23_c89b2c72	bb	Of course we forgive you, Big Bro!	game/scripts/parsed_23 scene23.rpy	157
scene23_8a467cd4	mm	It’s not like we’ve known each other for that long anyways, so…	game/scripts/parsed_23 scene23.rpy	162
scene23_5814fa2e	mm	Don’t worry about it. We’re cool Makoto.	game/scripts/parsed_23 scene23.rpy	166
scene23_b26596a2	lu	I-I couldn’t bear to turn down such a heartfelt apology from you, Makoto!	game/scripts/parsed_23 scene23.rpy	170
scene23_78a2fa0c		I warily look towards Beepy, still unsure how she feels about all this.	game/scripts/parsed_23 scene23.rpy	178
scene23_b9ec54c2	pro	Beepy…?	game/scripts/parsed_23 scene23.rpy	181
scene23_816da802	bp	Mmm…	game/scripts/parsed_23 scene23.rpy	185
scene23_17ab8186	bp	Sure, I’ll accept your apology. I could tell you were being genuine and true to yourself just now.	game/scripts/parsed_23 scene23.rpy	191
scene23_b91f0ca0	bp	Besides… it’s too much trouble to hold a grudge for that long.	game/scripts/parsed_23 scene23.rpy	195
scene23_7abc9d6c	pro	Everyone…	game/scripts/parsed_23 scene23.rpy	201
scene23_e8dc5068	pro	...Thank you.	game/scripts/parsed_23 scene23.rpy	204
scene23_ec9151ba		I give everyone the first honest smile I have given in who knows how long.	game/scripts/parsed_23 scene23.rpy	208
scene23_1f818cd1		I forgot what it felt like to be surrounded by people who care about me and want me to succeed.	game/scripts/parsed_23 scene23.rpy	209
scene23_d69fefc0		All this time, I thought I was afraid of not being special - or of anyone not giving me the time of day because I’m just another person in a sea of billions.	game/scripts/parsed_23 scene23.rpy	210
scene23_c0835a3f		In all honesty, I was running away from real life and adopting a persona to overcome this dreadful monotony.	game/scripts/parsed_23 scene23.rpy	211
scene23_d0e9726a		But all I succeeded in doing was driving people away anyways, ensuring no one wanted anything to do with me and leaving me all by myself.	game/scripts/parsed_23 scene23.rpy	212
scene23_ba1b3d99		Now that I’m with people who want me to be a better person, I can finally see what I’ve been missing this whole time.	game/scripts/parsed_23 scene23.rpy	213
scene23_7c5c93ff		I don’t need special powers or archaic knowledge to make myself happy.	game/scripts/parsed_23 scene23.rpy	214
scene23_d2384bf9		I just need… friends.	game/scripts/parsed_23 scene23.rpy	215
scene23_0725a4a3	sis	Alright, think that takes care of everything!	game/scripts/parsed_23 scene23.rpy	223
scene23_bbd12731	sis	Who’s ready for breakfast?	game/scripts/parsed_23 scene23.rpy	226
scene23_deea9346	bb	Oh, oh, oh! I am! I am!	game/scripts/parsed_23 scene23.rpy	237
scene23_5dc2027a	bb	I want a {i}huuuge{/i} breakfast, with waffles and bacon and eggs~	game/scripts/parsed_23 scene23.rpy	241
scene23_38cce3fc	bb	Oooh, I’ll even have some of that leftover lasagna from last night~!	game/scripts/parsed_23 scene23.rpy	245
scene23_48ac5767	mm	Hey, save some for us, you glutton!	game/scripts/parsed_23 scene23.rpy	251
scene23_9bf4f82c	bb	Who’re you callin’ a glutton, you greedy pig!?	game/scripts/parsed_23 scene23.rpy	257
scene23_35406416		We can’t help but all share a laugh as we start pulling things together for breakfast.	game/scripts/parsed_23 scene23.rpy	265
scene23_ba3c0bd7		This must be what an honest, enjoyable meal with friends and family is like…	game/scripts/parsed_23 scene23.rpy	266
scene23_ade64c20		It’s crazy and hectic, but… in a good way.	game/scripts/parsed_23 scene23.rpy	267
scene23_abf56f66	pro	By the way, Beepy, kind of a weird question, but…	game/scripts/parsed_23 scene23.rpy	273
scene23_b87619a3	pro	Where were you sleeping last night?	game/scripts/parsed_23 scene23.rpy	277
scene23_c94b8bd5	bp	Huh? Oh, that’s simple…	game/scripts/parsed_23 scene23.rpy	281
scene23_ec00df1e	bp	I was sleeping with Yumi.	game/scripts/parsed_23 scene23.rpy	285
scene23_97b90ace	pro	Wh-- {i}huh!?{/i}	game/scripts/parsed_23 scene23.rpy	289
scene23_e2475974		I look over to Yumi for confirmation, causing her to blush in response.	game/scripts/parsed_23 scene23.rpy	291
scene23_b40f5051	sis	Wh-What’s the problem!? There’s nothing wrong with two girls sleeping together, right?	game/scripts/parsed_23 scene23.rpy	297
scene23_edabb364	sis	Besides, it… i-it was kinda nice...	game/scripts/parsed_23 scene23.rpy	301
scene23_34c25986	bp	Hm? What’re you getting all red for?	game/scripts/parsed_23 scene23.rpy	306
scene23_031a5313	sis	Ah--!	game/scripts/parsed_23 scene23.rpy	312
scene23_fdfe473c	sis	Th-That’s none of your concern! Don’t think I’m getting comfortable having you around!	game/scripts/parsed_23 scene23.rpy	318
scene23_f2de5b97	sis	And that goes double for the rest of you, too! You oughta start pulling your weight more instead of freeloading!	game/scripts/parsed_23 scene23.rpy	322
scene23_2997a671	lu	Uwah… I-I’m sorry, honestly!	game/scripts/parsed_23 scene23.rpy	327
scene23_1e5f0334	bp	Well… so much for the cozy atmosphere.	game/scripts/parsed_23 scene23.rpy	337
scene23_be037bdc		Things have gotten a bit more chaotic now… But even so, I still feel a sense of relief.	game/scripts/parsed_23 scene23.rpy	340
scene23_48ee8093		Everything’s turned out for the best in the end. That’s all I can ask for.	game/scripts/parsed_23 scene23.rpy	341
scene23_a5bad283	bp	So… what now?	game/scripts/parsed_23 scene23.rpy	347
scene23_a2ae1267	bp	It’s a new day, and we could all use some relaxing after last night.	game/scripts/parsed_23 scene23.rpy	351
scene23_f096fb4c	pro	Well… I still need to go to school.	game/scripts/parsed_23 scene23.rpy	355
scene23_a1d561f6	bp	Oh. Right. Almost forgot.	game/scripts/parsed_23 scene23.rpy	359
scene23_f818fca0	pro	Also… there’s something I still have to do.	game/scripts/parsed_23 scene23.rpy	363
scene23_d21bf933		Plates stacked high with fatty foods, the twins return to their seats.	game/scripts/parsed_23 scene23.rpy	370
scene23_5f9e6131	bb	Huh? What is it, Big Bro?	game/scripts/parsed_23 scene23.rpy	373
scene23_6717d5b0	pro	It’s something that only I can take care of. Something I can only do by myself.	game/scripts/parsed_23 scene23.rpy	376
scene23_f011340e	pro	I won’t ask any of you to shoulder the burden. This time, I’ll handle it on my own.	game/scripts/parsed_23 scene23.rpy	382
scene23_03d08cf4	bp	I’m coming with you, you know.	game/scripts/parsed_23 scene23.rpy	386
scene23_4e83b392	pro	No… I can’t let you, Beepy.	game/scripts/parsed_23 scene23.rpy	390
scene23_3324eed3	mm	What the hell’s your problem!? You spend all that time sucking up to us just so you can abandon us again!?	game/scripts/parsed_23 scene23.rpy	394
scene23_8e89b3e3	pro	N-No, of course not! I just…	game/scripts/parsed_23 scene23.rpy	398
scene23_a3578399	pro	I don’t want to involve anyone else. This is strictly between me… and her.	game/scripts/parsed_23 scene23.rpy	401
scene23_586845b5	pro	So you don’t have to worry. I’ll be back before you even know it.	game/scripts/parsed_23 scene23.rpy	404
scene23_7e5d985f	pro	I give you my word as Sebasti-- ...no, as Makoto Takaya.	game/scripts/parsed_23 scene23.rpy	407
scene23_538e5447		Everyone stares pensively at me… until Beepy shrugs her shoulders.	game/scripts/parsed_23 scene23.rpy	411
scene23_850e845c	bp	Eh. Do what you gotta do, I guess.	game/scripts/parsed_23 scene23.rpy	415
scene23_0e6f968d	bb	I hope you come back soon, Makoto~!	game/scripts/parsed_23 scene23.rpy	420
scene23_65cfcacc	mm	Don’t you {i}dare{/i} think about leaving us behind again, got it!?	game/scripts/parsed_23 scene23.rpy	425
scene23_ad7885af	lu	P-Please… just come back safely…	game/scripts/parsed_23 scene23.rpy	430
scene23_63307766		They’re all… waiting for me to come back…	game/scripts/parsed_23 scene23.rpy	432
scene23_59f4bdc5		Of course. That’s what friends are for. They’ll just have to trust that I’ll make it back in one piece…	game/scripts/parsed_23 scene23.rpy	433
scene23_fe0ee267		Just like how I have to trust in everything they’ve taught me.	game/scripts/parsed_23 scene23.rpy	434
scene23_b27bc60f	pro	I’ll see you all later.	game/scripts/parsed_23 scene23.rpy	437
scene23_ac4209d3		Saying my farewells to the first honest friends I’ve had in awhile…	game/scripts/parsed_23 scene23.rpy	440
scene23_f966a2d9		I step out of the house and towards the school.	game/scripts/parsed_23 scene23.rpy	442
scene24_f40167b8		It’s another ordinary day for the students of Akumahou High School.	game/scripts/parsed_24 scene24.rpy	5
scene24_bc02fdc2		Yet another long, tiresome day of sitting through endless lectures; the students accept their fate and absorb knowledge like flies.	game/scripts/parsed_24 scene24.rpy	6
scene24_82385ef5		There are those who look forward to the oncoming weekend, but have their excitement dulled by the ever-present monotony.	game/scripts/parsed_24 scene24.rpy	7
scene24_94fa4471		And by the time they get to enjoy the weekend, they find that they must return back to school and the cycle begins anew.	game/scripts/parsed_24 scene24.rpy	8
scene24_538a1853		Yet on this particular day - at this particular moment in time - my enthusiasm cannot be quelled.	game/scripts/parsed_24 scene24.rpy	9
scene24_fe0932bb		The day has finally come - the moment I’ve been waiting for ever since that fateful encounter two days ago…	game/scripts/parsed_24 scene24.rpy	10
scene24_1a4e8f2c		My final showdown with Misaki Tendou, better known as Countess Elizabeth, the Everlasting Matriarch of the Forgotten Realms.	game/scripts/parsed_24 scene24.rpy	15
scene24_e1fd778c		She has been a thorn in my side ever since she challenged my authority, remaining one step ahead of me wherever I go.	game/scripts/parsed_24 scene24.rpy	16
scene24_82ce0ac7		She even went as far as to perform the same demon summoning ritual … The nerve of her.	game/scripts/parsed_24 scene24.rpy	17
scene24_080b3557		But she won’t be able to get the upper hand on me any longer.	game/scripts/parsed_24 scene24.rpy	18
scene24_949d6077		I’m prepared now, more than ever, to show her who deserves to lead the Occult Club.	game/scripts/parsed_24 scene24.rpy	19
scene24_86349bef		It’s almost sad to know that this may very well be our last showdown… but that’s why it’s all the more important to make this a fight worth remembering.	game/scripts/parsed_24 scene24.rpy	20
scene24_b14f6e09		Honestly, it’s the only thing I’ve been thinking about all day.	game/scripts/parsed_24 scene24.rpy	26
scene24_7f8a6697		I’ve hardly been paying attention to any of the lectures lately… Well, I can always study later, I guess.	game/scripts/parsed_24 scene24.rpy	27
scene24_66220232		But as soon as the bell rings…	game/scripts/parsed_24 scene24.rpy	28
scene24_6c88666e		*RING!*	game/scripts/parsed_24 scene24.rpy	32
scene24_8eea6ae8		I bolt out of my seat and head towards our meeting place.	game/scripts/parsed_24 scene24.rpy	36
scene24_09c50094		But… something feels off.	game/scripts/parsed_24 scene24.rpy	37
scene24_80682ca0		It took me longer than usual to fling my backpack over my shoulders and make my way out the door.	game/scripts/parsed_24 scene24.rpy	38
scene24_38683feb		I don’t think it was this heavy when I came in today… and no curse was placed upon it to make it heavier, either.	game/scripts/parsed_24 scene24.rpy	39
scene24_a20cefa7		...	game/scripts/parsed_24 scene24.rpy	41
scene24_f96300d4		...Oh, wait.	game/scripts/parsed_24 scene24.rpy	42
scene24_9d40b995		I know exactly what’s going on.	game/scripts/parsed_24 scene24.rpy	43
scene24_03bed527		With a passive sigh, I roll my eyes, take off my backpack, and open it up.	game/scripts/parsed_24 scene24.rpy	44
scene24_8ccd8a72	pro	Alright, Beepy, come on out.	game/scripts/parsed_24 scene24.rpy	47
scene24_67be7bb6		My hunch is right. As soon as I unzip my backpack, Beepy emerges, stretching.	game/scripts/parsed_24 scene24.rpy	51
scene24_835bb282	bp	Aww… I was hoping to surprise you during your big fight.	game/scripts/parsed_24 scene24.rpy	57
scene24_0ceb58df	pro	What’re you doing here? I thought I said I had to do this myself.	game/scripts/parsed_24 scene24.rpy	62
scene24_f7f131a2	bp	You know I can’t allow that.	game/scripts/parsed_24 scene24.rpy	67
scene24_595743cd	bp	Letting you do this by yourself means having to take on both Misaki and Satan.	game/scripts/parsed_24 scene24.rpy	70
